"Trip ID","Taxi ID","Trip Start Timestamp","Trip End Timestamp","Trip Seconds","Trip Miles","Pickup Census Tract","Dropoff Census Tract","Pickup Community Area","Dropoff Community Area",Fare,Tips,Tolls,Extras,"Trip Total","Payment Type",Company,"Pickup Centroid Latitude","Pickup Centroid Longitude","Pickup Centroid Location","Dropoff Centroid Latitude","Dropoff Centroid Longitude","Dropoff Centroid  Location","Community Areas"
a2c82d32f97411b5e17db991f0d90f9460712439,dff961ecd817888f464f58b7438c55182ed09d92003ec46cf92bff17bd6a7411fbb2e62a529caba1762ae76d027cd34640c152047ddbe45cc693cf4a20f7201c,"02/13/2014 09:45:00 AM","02/13/2014 09:45:00 AM",720,0.32,17031280100,17031330100,28,33,$10.05,$0.00,$0.00,$3.00,$13.05,Cash,"",41.885300022,-87.642808466,"POINT (-87.642808 41.8853)",41.859349715,-87.617358006,"POINT (-87.617358 41.85935)",29
a2c82d4589f064d0543729427b52558713e6dbd9,b057c25b40f41f7af99923bb0c06fa5e3ea2c3157037ee1dd56d15d35782d75ce17f4e4897dca120d966b5bdc24ce304772a3e577cc503482bc3a57fc9e738a7,"07/30/2013 01:00:00 PM","07/30/2013 01:00:00 PM","",0,"","","","",$18.25,$3.65,$0.00,$0.00,$21.90,"Credit Card","Chicago Elite Cab Corp.","","","","","","",""
a2c82da16267a59671af556251e74e522bce2cfc,d24314a66ebc6319a50cc335d6896612b845ca15f702ee9aea9d71c271a68190ad9033f4c51e5601b11f398801f4bf551c15155d257d7d3c8eccae98c4990a06,"06/20/2014 03:00:00 PM","06/20/2014 03:15:00 PM",840,0.1,17031081201,17031839100,8,32,$9.25,$0.00,$0.00,$0.00,$9.25,Cash,"Taxi Affiliation Services",41.899155613,-87.626210532,"POINT (-87.626211 41.899156)",41.880994471,-87.632746489,"POINT (-87.632746 41.880994)",37
a2c82df3ee62fb3b81a90e3037819d9642452d2b,2513dcbdaf5ae09d08d8f4e801e12455711e17fb8c891909bc218fca6f959dd1d1fb8289e9a1dab65a16b15b4a39748f6e9deeea6eb3e92f868888a02d7910b6,"01/09/2016 02:45:00 AM","01/09/2016 03:00:00 AM",600,2.7,17031080300,17031062900,8,6,$10.00,$0.00,$0.00,$1.00,$11.00,Cash,"",41.90749193,-87.63576009,"POINT (-87.63576 41.907492)",41.936237179,-87.656411531,"POINT (-87.656412 41.936237)",37
a2c82e64b34c7e63d585205d01c708f1efb4cf28,3c814d3baedca9be4de8ddb5547c7dec404a08e148740ee0e371d1114fc63a01a587a8823b97cc9b96bf98b58764598ed1e3d763d54572c11b9feadaa3dabb85,"09/12/2013 04:45:00 PM","09/12/2013 05:00:00 PM",600,2.58,"","",24,"",$8.45,$0.00,$0.00,$0.00,$8.45,Cash,"",41.901206994,-87.676355989,"POINT (-87.676356 41.901207)","","","",25
a2c82ebf40a8b3542f7396527da2dce777677ef6,7f20c412f89ae0eb1d6f7619fda46d6f55da10c4b25bb5e829eab60270c32e92fba865b2cfc2aaf4ab9ad00ce32d82aed6f044d23d0d84dd372cd334508a4649,"09/21/2015 05:00:00 PM","09/21/2015 05:00:00 PM",240,0.9,"","",24,24,$5.45,$4.55,$0.00,$0.00,$10.00,"Credit Card","",41.901206994,-87.676355989,"POINT (-87.676356 41.901207)",41.901206994,-87.676355989,"POINT (-87.676356 41.901207)",25
a2c82ec9112d7b4ffaaa6bafcdc787b9ac3cba8f,d3990b30cf39151c02a1fd95411768e41557a9c637a3ffb7aba96acda5acd81b69c4034e6c36f75e7e37bad3fb8e77fa03f315757e7f3b23200aa2516cc7db98,"04/18/2013 04:45:00 PM","04/18/2013 04:45:00 PM",660,1.6,17031839100,17031081401,32,8,$7.85,$0.00,$0.00,$0.00,$7.85,Cash,"",41.880994471,-87.632746489,"POINT (-87.632746 41.880994)",41.89503345,-87.619710672,"POINT (-87.619711 41.895033)",38
a2c82f68a6fe0a30652febc8e98ed5212018e12b,f438d3a93b6c4cdaf258d31d8ae0d94df9bbc9873f99efa769f5885b3ae1be517887bf0e42cb3502688468b30d18dbb2062515b53c99a15a4fc8360c8dc63745,"10/10/2013 07:30:00 AM","10/10/2013 07:45:00 AM",420,1,"","",28,28,$6.25,$2.00,$0.00,$0.00,$8.25,"Credit Card","",41.874005383,-87.66351755,"POINT (-87.663518 41.874005)",41.874005383,-87.66351755,"POINT (-87.663518 41.874005)",29
a2c82f8503154621be34ab9f78d9ca02756e6001,3b67c82e534b28c587042f6dab27152dff9f982cc7eaf321ba528fd7f87f5ac8d0e91929dfa1e84186d53e3a42b5f4ff8314db2eac53c08b9a71777084b566d5,"11/24/2014 04:45:00 AM","11/24/2014 05:00:00 AM",1140,6.4,"","",24,13,$16.45,$0.00,$0.00,$0.00,$16.45,Cash,"",41.901206994,-87.676355989,"POINT (-87.676356 41.901207)",41.983636307,-87.723583185,"POINT (-87.723583 41.983636)",25
a2c82fa352911a7df611acf260552a1dc80c39bd,89155a85bdd747e8e741fd951e6a806a3735e987169c92b4373622d48c9114bb3cf6ac405022fecf0007eef465372360bc1be3d847ea14453d690ec43ddedb25,"08/23/2013 11:00:00 PM","08/23/2013 11:30:00 PM",1740,7.2,"","","","",$19.85,$0.00,$0.00,$1.00,$20.85,Cash,"","","","","","","",""
a2c82fca2b0cde3a22ab8a0cfc6cc815e1fa7966,cfbd7f55fa135ea0d514faa2bd53482c5e1397ced1ebcb02b1efd45c84c1ac0676c4983dfbd3b953272c5d5798b1fd3c791a86276d82ace7f77663d695a07ea5,"03/24/2013 05:30:00 PM","03/24/2013 05:45:00 PM",360,1.1,17031081300,17031839100,8,32,$6.05,$0.00,$0.00,$2.00,$8.05,Cash,"",41.898331794,-87.620762865,"POINT (-87.620763 41.898332)",41.880994471,-87.632746489,"POINT (-87.632746 41.880994)",37
a2c82fe90490546c49b492215204070189b06dde,777f9f3b23bb3b0b55dab4d1adfc13ec1e2d072aca8bef740fb17d55b80606dd9339190d5a00c9765ef15ac4b0ec8522da8f0a818df718d082e7f8467ef11945,"06/18/2016 11:15:00 AM","06/18/2016 11:30:00 AM",660,2.3,17031841000,17031330100,33,33,$9.00,$2.00,$0.00,$1.00,$12.50,"Credit Card","",41.849246754,-87.624135298,"POINT (-87.624135 41.849247)",41.859349715,-87.617358006,"POINT (-87.617358 41.85935)",34
a2c82febdcb5e9ba97d9ea521c2378195054c64d,2ac720a815ee33389a480014503ab50ff33b7008f55397e11b81ac22aca4288088d980b9c31097dd3224cbe6bd77af0e8edef94c80fa2c6d9a65b3954b1d154d,"02/16/2016 11:30:00 AM","02/16/2016 11:30:00 AM",0,0,"","","","",$8.75,$1.75,$0.00,$0.00,$10.50,"Credit Card","Chicago Elite Cab Corp. (Chicago Carriag","","","","","","",""
a2c82fec81f8f07bd7358d3e5ce54353e7d95e13,145aa2e7daa978341b788de1e340d1ddf2662e3e94f2de9d5c0ce4ee84a3cba9546bb12c1eb9134479c40c26270bc98fc2dbfe14dfee99b67a76d33c53a05d83,"09/28/2015 09:15:00 PM","09/28/2015 09:15:00 PM",240,0.9,17031839100,17031280100,32,28,$5.25,$0.00,$0.00,$1.00,$6.25,"Credit Card","Dispatch Taxi Affiliation",41.880994471,-87.632746489,"POINT (-87.632746 41.880994)",41.885300022,-87.642808466,"POINT (-87.642808 41.8853)",38
a2c8302426c3dd0567569df53bd49513bbb1fd66,4d81d7364e7e4fb7517fe1d8a072d1a4be0eeb400cd6538e4c4744abe5aeb40502c85bb7ba01f6e86057c59f494f90cfd9d647a774207f222e9e6f5eab21036b,"02/21/2014 12:00:00 AM","02/21/2014 12:30:00 AM",1740,6.8,"","",7,24,$18.85,$0.00,$0.00,$1.50,$20.35,Cash,"Dispatch Taxi Affiliation",41.922686284,-87.649488729,"POINT (-87.649489 41.922686)",41.901206994,-87.676355989,"POINT (-87.676356 41.901207)",68
a2c830322b867287cfef03bc0d18e5d7ef04a33d,23c220d7c6cf4ef89b26c20116740fea8ac4e4a7b3b9ea5f12b3f78e1ae7f03f28d492621de5afe9b75c280018cb708becf71b85cf7208d0d28914a137b178cd,"08/03/2016 02:30:00 PM","08/03/2016 02:45:00 PM",480,0,17031081800,17031839100,8,32,$6.75,$0.00,$0.00,$1.50,$8.25,Cash,"Blue Ribbon Taxi Association Inc.",41.89321636,-87.63784421,"POINT (-87.637844 41.893216)",41.880994471,-87.632746489,"POINT (-87.632746 41.880994)",37
a2c830499404049df1feaa82d1a5acd5e00dff9f,347ea3e9f3630ab7c6c80c979ef536bceeecc8a49c745950f989ae402f624623b1546558ce6231e437d465dd363f10feeb041daed6cbd4ff33929b82d41e6245,"02/23/2013 12:30:00 PM","02/23/2013 12:30:00 PM",300,0.71,"","","","",$5.05,$0.00,$0.00,$1.00,$6.05,Cash,"","","","","","","",""
a2c830793a293f32563d02b98bab10b42d6c91d0,0178c7b2665f374b21dec6ec342af4a9cc3cfac4c417565d7d8547b2e416ca5a65cb3b125316d7634a7857006a8212256f3a31df33d0adc37588e93aff6ede27,"03/25/2016 03:45:00 PM","03/25/2016 03:45:00 PM",840,4.9,"","",8,6,$16.75,$0.00,$0.00,$0.00,$16.75,Cash,"",41.899602111,-87.633308037,"POINT (-87.633308 41.899602)",41.944226601,-87.655998182,"POINT (-87.655998 41.944227)",37
a2c8309e2048f898407e735cb5d008462eaa886d,82f142b1548638d2dab19e4fe73d9f59172c1d9df1845d7e17146a769bd6775e8c4f8830f33bfc55608392bf127dfce9723dd6dee3e6456637f3bb6bce17bd63,"02/03/2015 11:45:00 PM","02/03/2015 11:45:00 PM",660,0,17031832600,17031060900,7,6,$10.25,$0.00,$0.00,$0.00,$10.25,Cash,"Blue Ribbon Taxi Association Inc.",41.914747305,-87.654007029,"POINT (-87.654007 41.914747)",41.949829346,-87.64396537,"POINT (-87.643965 41.949829)",68
a2c83141ab84fd79df48ee4d71caad3ac3ae9307,6a48a68a9c7fb30412fa64e76102c787b170ff53c867b7e3d066aa39ddfa4386eedbec2d3f38bac72adbcd5cb1992cb0ac17578ff63e2ab7061acadfaeb6e379,"07/11/2013 02:00:00 PM","07/11/2013 02:15:00 PM",1140,0,"","",32,7,$14.85,$3.50,$0.00,$2.50,$20.85,"Credit Card","Taxi Affiliation Services",41.878865584,-87.625192142,"POINT (-87.625192 41.878866)",41.922686284,-87.649488729,"POINT (-87.649489 41.922686)",38
a2c83148e3944b8a9d5f3ad3f8ed26357241ffcd,afd6a507fd537d7c9da6b55529a57b04edc34fc486ed689c15824e2c09fabe7e62c9d962a430fd54f9f14dc6883b2b4d218cbedab487a0115ff03d052cfb972e,"07/08/2015 01:15:00 PM","07/08/2015 01:30:00 PM",1020,5.4,"","",8,5,$14.65,$4.40,$0.00,$0.00,$19.05,"Credit Card","",41.899602111,-87.633308037,"POINT (-87.633308 41.899602)",41.947791586,-87.683834942,"POINT (-87.683835 41.947792)",37
a2c83179de4299daeee9bd4d333c5a388411cbf2,1affa7361d87ad31e0be8b016dd8e86d3c43e4e1d9ced961f3cecce4226c0d285d6ccae7a3f34db21a7ec3a501fb3d23a2f4fa76faf7ffb245bb711dafb319a0,"07/20/2013 06:00:00 PM","07/20/2013 06:15:00 PM",540,0.1,17031071500,17031070300,7,7,$7.45,$2.00,$0.00,$0.00,$9.45,"Credit Card","Taxi Affiliation Services",41.914616286,-87.631717366,"POINT (-87.631717 41.914616)",41.929046937,-87.651310877,"POINT (-87.651311 41.929047)",68
a2c831ce625f4f2b1f279c56a7c698d0df2c39e7,30edf2adde06c5b5d365eced7cf4b5020255da2bc604f133d3d1fd02d720d8a410ecd999b4346b6e4984cd472d0c17a460628833b9d80a6c51b6671f56100512,"01/16/2013 09:15:00 PM","01/16/2013 09:45:00 PM",1200,8.4,"","",32,6,$20.05,$0.00,$0.00,$5.00,$25.05,"Credit Card","",41.878865584,-87.625192142,"POINT (-87.625192 41.878866)",41.944226601,-87.655998182,"POINT (-87.655998 41.944227)",38
a2c831e8e7eb9d5be5045163e36252cb476567da,848a1ee7cd6c9d5c24658a35523ec72ae374eef3f562bc163d62ba20af6083d6044ff6aae2b43ca8021ff2de5610dee92190e43ea660d2a9c694c0c860675b63,"11/29/2014 09:45:00 AM","11/29/2014 10:00:00 AM",480,1.5,"","","","",$6.85,$3.00,$0.00,$0.00,$9.85,"Credit Card","","","","","","","",""
a2c831f4711f7e0ed84d88de3d6d6379cc68252f,9492b268e840fcd19b554ae0d61ab86a48eee56b7fba98ac2bfde913e4b55d9a3f5b283a36acaa3986be9530ae7a1d59d070b6f028f8f79d208aa17a6b898d13,"03/31/2016 06:15:00 PM","03/31/2016 06:15:00 PM",60,0.3,17031081500,17031081500,8,8,$3.75,$0.00,$0.00,$1.00,$4.75,Cash,"",41.892507781,-87.626214906,"POINT (-87.626215 41.892508)",41.892507781,-87.626214906,"POINT (-87.626215 41.892508)",37
a2c831fd8dc2b730c79ed74ed68d28e8adcdd8eb,bf89158c52389250e552ac20d9bac0ae9d1e6d0d20e630bbafc2007dc4121543d3fc245120f04159615bb01213f81407c0c5d0f1fdb18837ae92f0da7fe7e049,"05/02/2013 05:45:00 PM","05/02/2013 05:45:00 PM","",0,"","","","",$20.85,$4.17,$0.00,$0.00,$25.02,"Credit Card","Chicago Elite Cab Corp.","","","","","","",""
a2c832326e30d3f82cb25ec0b3c50ef9a2df5dd0,b69af53b6bfa5117d62dff7468af6c9c4c17c0ed8377fb79566ff5ae4593892ba3ca2a8544bb9ddda7815b21fa4d01e8e640d81392b3ae12d62ccf11b0130185,"06/07/2015 12:45:00 AM","06/07/2015 12:45:00 AM",600,0.6,17031081403,17031081700,8,8,$6.65,$3.00,$0.00,$1.50,$11.15,"Credit Card","Taxi Affiliation Services",41.890922026,-87.618868355,"POINT (-87.618868 41.890922)",41.892042136,-87.63186395,"POINT (-87.631864 41.892042)",37
a2c8323b8d4158c6cd92354d6e777e606f9497fb,1be8760476f6abd128dfc50870dce6e97788982a61748f875909027e684977a52d2f5d74e8304cfe4f8e600c5ad1a7109baeab7ebe48db65d2c86c9fc9188cfa,"09/13/2014 12:45:00 PM","09/13/2014 12:45:00 PM",240,0.5,17031081403,17031081700,8,8,$4.85,$0.00,$0.00,$1.00,$5.85,Cash,"",41.890922026,-87.618868355,"POINT (-87.618868 41.890922)",41.892042136,-87.63186395,"POINT (-87.631864 41.892042)",37
a2c83241ac31b1442bf2f774d94c0edd613c259a,f2e6052f14a0137cbc0e6ff4b4fdfb7f93fce50659394e4e3adffe2541727614cd574bfd744caba2f98764e52ff71c5764130368d8a336664c15b26e1c91826c,"07/30/2015 10:30:00 PM","07/30/2015 11:00:00 PM",1860,19,17031980000,17031330200,76,33,$39.04,$10.26,$0.00,$2.00,$51.30,"Credit Card","",41.97907082,-87.903039661,"POINT (-87.90304 41.979071)",41.861280847,-87.630580061,"POINT (-87.63058 41.861281)",75
a2c8325c2d863fe46272e85c39e1e5948165d3a6,9329ed84930ef60622b0e9bf10745816a941e22908309ba9c7ae3f43be591686c53b7823b62acdc85f71a50269a62e4440cb867fa08674480b610b66893bf1b0,"11/11/2013 07:15:00 PM","11/11/2013 07:45:00 PM",2100,1,17031980000,17031081201,76,8,$34.45,$0.00,$0.00,$2.00,$36.45,Cash,"Taxi Affiliation Services",41.97907082,-87.903039661,"POINT (-87.90304 41.979071)",41.899155613,-87.626210532,"POINT (-87.626211 41.899156)",75
a2c8327003a1c4cca75af89c68bc1cd8f477f115,1e17dd9f6bce9b805ec3f6c6b510caa5a64e4b67e9f3b79fa7ca1781d0c7970d6b754f429a79075c22e353586076b9f2f6856e8f98b31f5022751d7eb321069b,"05/21/2016 02:45:00 AM","05/21/2016 03:00:00 AM",360,2.1,"","",8,32,$8.00,$2.00,$0.00,$1.00,$11.50,"Credit Card","",41.899602111,-87.633308037,"POINT (-87.633308 41.899602)",41.878865584,-87.625192142,"POINT (-87.625192 41.878866)",37
a2c8332180260f16f3f5de00473d534ca61a31f8,51f2e26ed256ec4fc45eada57b466ecfe49603f50c3e0af2c51212758a1b504e5308c5a573114548db8585cadc90f8be396cde618ac9140ca1b517caa52d6e61,"11/16/2013 01:00:00 PM","11/16/2013 01:30:00 PM",2040,18.1,17031081403,17031980000,8,76,$37.04,$7.81,$0.00,$2.00,$46.85,"Credit Card","",41.890922026,-87.618868355,"POINT (-87.618868 41.890922)",41.97907082,-87.903039661,"POINT (-87.90304 41.979071)",37
a2c833488e2d452f0a9f3d2eb14d2bf1f6c11e50,b43f5c22a5bd9406749cbc99e5aad0313370b5ef6eae2c4b46e0d6a57436a36dff377af58d38a28d54558b671cbb56e9a5ad5813cd41de4bc19749117ce25494,"09/21/2013 08:45:00 PM","09/21/2013 08:45:00 PM",420,1.5,17031062300,17031832100,6,6,$6.65,$0.00,$0.00,$0.00,$6.65,Cash,"Dispatch Taxi Affiliation",41.9416281,-87.661443368,"POINT (-87.661443 41.941628)",41.952822916,-87.653243992,"POINT (-87.653244 41.952823)",57
a2c8336dc72e734a42872a3615b5adf35b7cef76,2513dcbdaf5ae09d08d8f4e801e12455711e17fb8c891909bc218fca6f959dd1d1fb8289e9a1dab65a16b15b4a39748f6e9deeea6eb3e92f868888a02d7910b6,"11/17/2013 01:30:00 AM","11/17/2013 01:30:00 AM",60,0.06,17031081800,17031081402,8,8,$4.25,$0.00,$0.00,$0.00,$4.25,Cash,"",41.89321636,-87.63784421,"POINT (-87.637844 41.893216)",41.891971508,-87.612945414,"POINT (-87.612945 41.891972)",37
a2c83373402e8506ff663ad6b88e0b43f120beaa,766968d3eada603c6f79245f4dfa7a0494b14ea25bdc90dbcc239d5ec49eb4b4517af5d96e220c16697903d841cf73f0dfaa4400b344d03a05f568e0c19ef625,"01/31/2016 12:30:00 PM","01/31/2016 01:00:00 PM",1500,17.7,17031980000,17031081300,76,8,$43.75,$0.00,$0.00,$4.00,$47.75,Cash,"Dispatch Taxi Affiliation",41.97907082,-87.903039661,"POINT (-87.90304 41.979071)",41.898331794,-87.620762865,"POINT (-87.620763 41.898332)",75
a2c8339a7447f7b711361ee011ee07f39379b115,2f1de337941c9b9db18083ebe41474267c955401ea931e6eb53bcbad422356547577131a7f0b6d218fd0726ead03b8b523ef207db39b64c60408886cded380a8,"07/08/2013 05:30:00 PM","07/08/2013 06:15:00 PM",2820,0,"","",76,5,$30.05,$6.80,$0.00,$4.00,$40.85,"Credit Card","Taxi Affiliation Services",41.980264315,-87.913624596,"POINT (-87.913625 41.980264)",41.947791586,-87.683834942,"POINT (-87.683835 41.947792)",75
a2c833b31a5021742e7b8b484a3e47690b1560dc,e83c4ffb6ba7fd656fb2bd8aba8d7eb39f7f65304c209407d00c136c97c14427a01b1700edef17d180ae8551a0695a8bbc146c3e9b0cf5456675d1d25e63c323,"06/16/2014 12:00:00 PM","06/16/2014 12:15:00 PM",420,0,17031081500,17031320400,8,32,$6.05,$0.00,$0.00,$0.00,$6.05,Cash,"Taxi Affiliation Services",41.892507781,-87.626214906,"POINT (-87.626215 41.892508)",41.877406123,-87.621971652,"POINT (-87.621972 41.877406)",37
a2c833d205e86a1d755a5a9f19d187ef7e987d7e,76aeb811c170e849b4e5ef30ca5cda04253106731b8c6233c17eac968f110b95ca7cffbd7ff7f700ece1ddd5f5e8584b89a9b87faee4c38a74db87631c7c78f9,"05/26/2015 04:15:00 PM","05/26/2015 04:30:00 PM",480,1.2,17031839100,17031081600,32,8,$6.25,$2.00,$0.00,$0.00,$8.25,"Credit Card","",41.880994471,-87.632746489,"POINT (-87.632746 41.880994)",41.892072635,-87.628874157,"POINT (-87.628874 41.892073)",38
a2c83432573d1fd8e6ca2555043300a6b8132b9b,b77a2dcc078698ea493d4d703014076e4272dc7d8b420e0517a7ad98d347f212120e0bcc215c8e84df2c589171b9590d4aa3352d21e519a35afad2ed1b42841b,"04/02/2015 02:45:00 PM","04/02/2015 03:00:00 PM",720,3.7,"","",24,8,$10.65,$3.00,$0.00,$0.00,$13.65,"Credit Card","Taxi Affiliation Services",41.901206994,-87.676355989,"POINT (-87.676356 41.901207)",41.899602111,-87.633308037,"POINT (-87.633308 41.899602)",25
a2c834331faf33a1c32aa716694f4a2e847391a8,3f2424dac2387e756c5b4f6e8a5b7705253625cfae6d109fc2834b2fcf0b75961b4e81185b705d9aea12e51ac4a31152fd85d69deb8f8498496c4eb1fcd1a7b2,"10/19/2014 07:15:00 PM","10/19/2014 07:30:00 PM",420,1.2,17031281900,17031839100,28,32,$6.25,$2.00,$0.00,$0.00,$8.25,"Credit Card","",41.879255084,-87.642648998,"POINT (-87.642649 41.879255)",41.880994471,-87.632746489,"POINT (-87.632746 41.880994)",29
a2c834451a192c886bafdf06bd3634b9cfd107f6,f86da6500edc020c8e0fef6be42bd747e0c7316b59e32fd4069019a55dbcd7cfafd76a48da4ac3a09a16947df485c466e9d97dbab7c6ca7649b0d3deb2669a71,"07/06/2013 09:00:00 PM","07/06/2013 09:00:00 PM",480,2.3,"","","","",$7.85,$0.00,$0.00,$1.50,$9.35,Cash,"","","","","","","",""
a2c83450019a3a431a61a37887532b9b0f786101,46c4778c3a32454511f96752c509c608955e293da45dbf245bf9eba5bef28916b7b61295d27aa8f61e4ad63b264051057ace630bce41b8aff5bc6853585fed15,"08/04/2013 04:30:00 AM","08/04/2013 04:45:00 AM",840,0.3,17031842300,17031032100,24,3,$13.45,$0.00,$0.00,$1.00,$14.45,Cash,"Taxi Affiliation Services",41.89830587,-87.653613982,"POINT (-87.653614 41.898306)",41.958154876,-87.653021789,"POINT (-87.653022 41.958155)",25
a2c83451cb438e5962aa5f747bc0f4e5132914a5,1febec10403e7978c9ca2790c5a32093ef0fe059ccc98d301782903498d1a0f3492f0ddb953e697bc5e94f3ff4b855078b4e43fe841f5bbb5ca02e700be6fd30,"07/13/2014 12:30:00 AM","07/13/2014 12:45:00 AM",720,3.5,17031080400,17031061901,8,6,$10.45,$0.00,$0.00,$1.00,$11.45,Cash,"Choice Taxi Association",41.907412816,-87.640901525,"POINT (-87.640902 41.907413)",41.943237122,-87.643470956,"POINT (-87.643471 41.943237)",37
a2c8347c4af61e67d3205ccc6db43ee1872aa7af,6b6938584d02bf6a0062ce5b5715fb3c2a4b8ca6c958ed3fbfecf534efe715323a2171fb336d5a3c28e361fe331cab687b7dc954b9a1b292892b2c936836867e,"09/28/2016 06:00:00 PM","09/28/2016 06:15:00 PM",840,2.5,"","",8,6,$10.50,$0.00,$0.00,$0.00,$10.50,Cash,"Taxi Affiliation Services",41.899602111,-87.633308037,"POINT (-87.633308 41.899602)",41.944226601,-87.655998182,"POINT (-87.655998 41.944227)",37
a2c8348f7b63d1021bc4242334d467e052bf4051,001330b81e23412049f9c3eff5b6e972a91afe59c9aa36ef29747881b4bf803adfd02b1a71cca5cb8c2214275330aa4520df34d7848100414acb4b4cad642e62,"04/02/2016 01:45:00 PM","04/02/2016 01:45:00 PM",480,1.6,17031281900,17031081500,28,8,$8.00,$2.00,$0.00,$2.00,$12.00,"Credit Card","Choice Taxi Association",41.879255084,-87.642648998,"POINT (-87.642649 41.879255)",41.892507781,-87.626214906,"POINT (-87.626215 41.892508)",29
a2c83490c0b4043e7c4da4b3fe835ea8ab7a6efe,473c164e34e4ce1f5df4c7ada1478d8b9d27b10737351c449aff8ce2c536e13014649733b6060f305136a7dcada88b37daf74fbf26246cb05d6661f2327655eb,"04/09/2016 02:15:00 AM","04/09/2016 02:15:00 AM",600,2.9,17031241500,17031071400,24,7,$10.25,$1.00,$0.00,$1.00,$12.25,"Credit Card","Dispatch Taxi Affiliation",41.908378669,-87.670945075,"POINT (-87.670945 41.908379)",41.922082541,-87.634156093,"POINT (-87.634156 41.922083)",25
a2c8349895214a1dd922a8d5be46469740daa00e,2981edd199f55bdc8b5ed188de69e9f5d8116ae8d7a434fa0574d57740840e697755e4e77bb4ce8265289b6548d53674a5ac16dde44c3cf653e3ce1c8e064265,"08/18/2016 03:15:00 AM","08/18/2016 03:30:00 AM",840,4.5,"","",8,32,$15.00,$3.20,$0.00,$1.00,$19.70,"Credit Card","",41.899602111,-87.633308037,"POINT (-87.633308 41.899602)",41.878865584,-87.625192142,"POINT (-87.625192 41.878866)",37
a2c83513fb65f49475959ad2b80546b736de82d9,1ecd824aa3fbb5a17d617c3ce214040c91599cb342f7a70a3653aae70e2804ed54449613b17b83737d44f563ffbc78a11857d515f1aa2d8fd28036eb58ee233c,"12/21/2013 02:15:00 AM","12/21/2013 02:30:00 AM",780,5.4,17031833100,17031051300,28,5,$13.85,$0.00,$0.00,$1.50,$15.35,Cash,"Taxi Affiliation Services",41.879066994,-87.657005027,"POINT (-87.657005 41.879067)",41.935983574,-87.675821928,"POINT (-87.675822 41.935984)",29
a2c83524540de27945e03197c838d53df48f6774,dfba58466b36e1bf69c591870451a474976eb1d0951919e210e6ff6412b00f4085c077a9074999b7fff0a5bc0554afc1b58e91c21543b7da586bc53dea126741,"09/04/2014 01:00:00 PM","09/04/2014 01:15:00 PM",300,1.3,17031281900,17031330100,28,33,$6.05,$0.00,$0.00,$0.00,$6.05,Cash,"",41.879255084,-87.642648998,"POINT (-87.642649 41.879255)",41.859349715,-87.617358006,"POINT (-87.617358 41.85935)",29
a2c8354044e05b5a5bbfa5cf70765c3ee95d2403,14e17ac17b5a4d789e7e053d328c85b1f364fcf3e2ed32f5e9e400f76ff599c04b7b7e008408126f7ee2697eab0408fe870503714534550847a34c9864463323,"02/23/2013 03:15:00 AM","02/23/2013 03:15:00 AM",240,0,"","","","",$5.25,$1.05,$0.00,$0.00,$6.30,"Credit Card","Chicago Elite Cab Corp.","","","","","","",""
a2c83555bb62847601dfe1f16ee7259bfb65082f,57205891344c28e84db17ff95e12c3b2d5050af72cd48c4c8994963f89ec939e534b0e3267a083356432c19ba7bff9ef8c120f69bf0efb0ae5838f8c3bab7ff4,"04/30/2013 11:30:00 PM","04/30/2013 11:45:00 PM",900,0,"","",8,22,$13.25,$0.00,$0.00,$0.00,$13.25,Cash,"Taxi Affiliation Services",41.899602111,-87.633308037,"POINT (-87.633308 41.899602)",41.92276062,-87.699155343,"POINT (-87.699155 41.922761)",37
a2c8357bfa9cc226b21339122fc1e1b4f73be4c3,dd8fec2148f7c001ee9feb89b6d8f27255dcd8e618102b15758581d6d06873351b8fe60d1cb55510691cbef4d01589ab2428f10589dd07f077f3033b5982d078,"11/06/2013 08:30:00 AM","11/06/2013 08:30:00 AM",540,2.1,17031320600,17031330100,32,33,$7.65,$0.00,$0.00,$0.00,$7.65,Cash,"",41.870607372,-87.622172937,"POINT (-87.622173 41.870607)",41.859349715,-87.617358006,"POINT (-87.617358 41.85935)",38
a2c835bffcc06539aa00a4e19e1cf23ce6d88ff8,58860ab522ffd8f9dc49b8fd0346b5d3ca41de4e9ee9141db4bd3706615dbe8cd052e3fe852773be9af147f257e64d0c7ff01e5838c53c5330c3f01770d2c8f3,"04/18/2016 07:30:00 AM","04/18/2016 07:30:00 AM",240,0.7,17031320600,17031320400,32,32,$5.25,$4.00,$0.00,$0.00,$9.25,"Credit Card","",41.870607372,-87.622172937,"POINT (-87.622173 41.870607)",41.877406123,-87.621971652,"POINT (-87.621972 41.877406)",38
a2c8363122ee8b975c7f652b2abe04db60d77818,68fe14b9fc2d53de5ac349d47f80f43fea895e201a31e31ac13301fa3db8a7fde4a33d55fa06d56a417ae24b96eddf6f4e76e5db56e0970946ded7ce199bb289,"08/01/2014 08:15:00 PM","08/01/2014 08:15:00 PM",0,0,"","",22,22,$3.25,$0.00,$0.00,$0.00,$3.25,Cash,"Chicago Elite Cab Corp. (Chicago Carriag",41.92276062,-87.699155343,"POINT (-87.699155 41.922761)",41.92276062,-87.699155343,"POINT (-87.699155 41.922761)",23
